"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","518","test_saucedemo_login_negative[standard_user-wrong_pw_123-Username and password do not match any user in this service]","api","Mon Mar 23 09:43:56 UTC 2026","passed","Mon Mar 23 09:43:56 UTC 2026","","test_negative_login","",""
"여러 가지 로그인 실패 상황(Edge Case)을 하나의 코드로 검증한다.","155","test_login_multiple_failures[TC-06: \ube44\ubc00\ubc88\ud638 \ube48\uce78-emilys--400]","api","Mon Mar 23 09:43:45 UTC 2026","passed","Mon Mar 23 09:43:45 UTC 2026","","postman_test","",""
"","994","test_cart_badge","api","Mon Mar 23 09:43:46 UTC 2026","passed","Mon Mar 23 09:43:47 UTC 2026","","test_cart_badge","",""
" TC-01: 정상 로그인 시 200 OK와 토큰을 발급받는지 확인한다.(로그인 통과)","157","test_login_success","api","Mon Mar 23 09:43:44 UTC 2026","passed","Mon Mar 23 09:43:44 UTC 2026","","postman_test","",""
"","921","test_drop_box_sort","api","Mon Mar 23 09:43:58 UTC 2026","passed","Mon Mar 23 09:43:59 UTC 2026","","test_sorting","",""
"","465","test_saucedemo_login_negative[-secret_sauce-Username is required]","api","Mon Mar 23 09:43:57 UTC 2026","passed","Mon Mar 23 09:43:57 UTC 2026","","test_negative_login","",""
"TC-03: 발금받은 토큰(카드키)으로 내 정보를 성공적으로 조회한다.(토큰 연동해서 내 정보 조회 통과)","323","test_get_my_info_with_token","api","Mon Mar 23 09:43:44 UTC 2026","passed","Mon Mar 23 09:43:45 UTC 2026","","postman_test","",""
"","927","test_saucedemo_checkout_e2e","api","Mon Mar 23 09:43:54 UTC 2026","passed","Mon Mar 23 09:43:55 UTC 2026","","test_commerce_e2e","",""
"","1","test_verify_user_in_local_db","api","Mon Mar 23 09:43:45 UTC 2026","passed","Mon Mar 23 09:43:45 UTC 2026","","postman_test","",""
"TC-02: 비밀번호가 틀렸을 때 400 에러와 안내 메시지가 오는지 확인한다.(비밀번호 에러 방어 통과)","155","test_login_fail_wrong_password","api","Mon Mar 23 09:43:44 UTC 2026","passed","Mon Mar 23 09:43:44 UTC 2026","","postman_test","",""
"","1559","test_google_search_autotesting","tests","Mon Mar 23 09:44:03 UTC 2026","passed","Mon Mar 23 09:44:05 UTC 2026","","test_google","",""
"","322","test_login_and_get_info","api","Mon Mar 23 09:43:44 UTC 2026","passed","Mon Mar 23 09:43:44 UTC 2026","","login_test","",""
"","516","test_saucedemo_login_negative[locked_out_user-secret_sauce-Sorry, this user has been locked out]","api","Mon Mar 23 09:43:55 UTC 2026","passed","Mon Mar 23 09:43:55 UTC 2026","","test_negative_login","",""
"","1409","test_google_search_pytyon","tests","Mon Mar 23 09:44:01 UTC 2026","passed","Mon Mar 23 09:44:03 UTC 2026","","test_google","",""
"","247","test_full_e2e_scenario","api","Mon Mar 23 09:44:06 UTC 2026","passed","Mon Mar 23 09:44:06 UTC 2026","","e2e_test","",""
"","1594","test_google_selenium","tests","Mon Mar 23 09:43:59 UTC 2026","passed","Mon Mar 23 09:44:01 UTC 2026","","test_google","",""
"","6033","test_saucedemo_price_validation","api","Mon Mar 23 09:43:47 UTC 2026","passed","Mon Mar 23 09:43:53 UTC 2026","","test_cart_price_validation","",""
"여러 가지 로그인 실패 상황(Edge Case)을 하나의 코드로 검증한다.","154","test_login_multiple_failures[TC-05: \uc874\uc7ac\ud558\uc9c0 \uc54a\ub294 \uc720\uc800-ghost_user-emilyspass-400]","api","Mon Mar 23 09:43:45 UTC 2026","passed","Mon Mar 23 09:43:45 UTC 2026","","postman_test","",""
"여러 가지 로그인 실패 상황(Edge Case)을 하나의 코드로 검증한다.","158","test_login_multiple_failures[TC-04: \ube44\ubc00\ubc88\ud638 \ud2c0\ub9bc-emilys-wrongpass-400]","api","Mon Mar 23 09:43:45 UTC 2026","passed","Mon Mar 23 09:43:45 UTC 2026","","postman_test","",""
"","163","test_login_fail","api","Mon Mar 23 09:43:44 UTC 2026","passed","Mon Mar 23 09:43:44 UTC 2026","","login_test","",""
