"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"여러 가지 로그인 실패 상황(Edge Case)을 하나의 코드로 검증한다.","168","test_login_multiple_failures[TC-05: \uc874\uc7ac\ud558\uc9c0 \uc54a\ub294 \uc720\uc800-ghost_user-emilyspass-400]","api","Fri Apr 10 08:56:31 UTC 2026","passed","Fri Apr 10 08:56:32 UTC 2026","","postman_test","",""
"","731","test_cart_badge","api","Fri Apr 10 08:56:32 UTC 2026","passed","Fri Apr 10 08:56:33 UTC 2026","","test_cart_badge","",""
"여러 가지 로그인 실패 상황(Edge Case)을 하나의 코드로 검증한다.","157","test_login_multiple_failures[TC-04: \ube44\ubc00\ubc88\ud638 \ud2c0\ub9bc-emilys-wrongpass-400]","api","Fri Apr 10 08:56:31 UTC 2026","passed","Fri Apr 10 08:56:31 UTC 2026","","postman_test","",""
"","520","test_saucedemo_login_negative[locked_out_user-secret_sauce-Sorry, this user has been locked out]","api","Fri Apr 10 08:56:46 UTC 2026","passed","Fri Apr 10 08:56:46 UTC 2026","","test_negative_login","",""
"","1027","test_saucedemo_price_validation","api","Fri Apr 10 08:56:33 UTC 2026","passed","Fri Apr 10 08:56:34 UTC 2026","","test_cart_price_validation","",""
"","1481","test_google_search_pytyon","tests","Fri Apr 10 08:57:03 UTC 2026","passed","Fri Apr 10 08:57:04 UTC 2026","","test_google","",""
"","1315","test_google_search_autotesting","tests","Fri Apr 10 08:57:05 UTC 2026","passed","Fri Apr 10 08:57:06 UTC 2026","","test_google","",""
"","172","test_login_fail","api","Fri Apr 10 08:56:30 UTC 2026","passed","Fri Apr 10 08:56:31 UTC 2026","","login_test","",""
"","462","test_saucedemo_login_negative[-secret_sauce-Username is required]","api","Fri Apr 10 08:56:48 UTC 2026","passed","Fri Apr 10 08:56:48 UTC 2026","","test_negative_login","",""
"","0","test_verify_user_in_local_db","api","Fri Apr 10 08:56:32 UTC 2026","passed","Fri Apr 10 08:56:32 UTC 2026","","postman_test","",""
" TC-01: 정상 로그인 시 200 OK와 토큰을 발급받는지 확인한다.(로그인 통과)","155","test_login_success","api","Fri Apr 10 08:56:31 UTC 2026","passed","Fri Apr 10 08:56:31 UTC 2026","","postman_test","",""
"","1071","test_checkout","api","Fri Apr 10 08:56:35 UTC 2026","passed","Fri Apr 10 08:56:36 UTC 2026","","test_checkout","",""
"","1254","test_google_selenium","tests","Fri Apr 10 08:57:01 UTC 2026","passed","Fri Apr 10 08:57:02 UTC 2026","","test_google","",""
"","381","test_login_and_get_info","api","Fri Apr 10 08:56:30 UTC 2026","passed","Fri Apr 10 08:56:30 UTC 2026","","login_test","",""
"","998","test_drop_box_sort","api","Fri Apr 10 08:57:00 UTC 2026","passed","Fri Apr 10 08:57:01 UTC 2026","","test_sorting","",""
"","10676","test_search_product","api","Fri Apr 10 08:56:48 UTC 2026","broken","Fri Apr 10 08:56:59 UTC 2026","","test_search_product","",""
"TC-02: 비밀번호가 틀렸을 때 400 에러와 안내 메시지가 오는지 확인한다.(비밀번호 에러 방어 통과)","155","test_login_fail_wrong_password","api","Fri Apr 10 08:56:31 UTC 2026","passed","Fri Apr 10 08:56:31 UTC 2026","","postman_test","",""
"","516","test_saucedemo_login_negative[standard_user-wrong_pw_123-Username and password do not match any user in this service]","api","Fri Apr 10 08:56:47 UTC 2026","passed","Fri Apr 10 08:56:47 UTC 2026","","test_negative_login","",""
"","388","test_full_e2e_scenario","api","Fri Apr 10 08:56:30 UTC 2026","passed","Fri Apr 10 08:56:30 UTC 2026","","e2e_test","",""
"TC-03: 발금받은 토큰(카드키)으로 내 정보를 성공적으로 조회한다.(토큰 연동해서 내 정보 조회 통과)","324","test_get_my_info_with_token","api","Fri Apr 10 08:56:31 UTC 2026","passed","Fri Apr 10 08:56:31 UTC 2026","","postman_test","",""
"","950","test_saucedemo_checkout_e2e","api","Fri Apr 10 08:56:44 UTC 2026","passed","Fri Apr 10 08:56:45 UTC 2026","","test_commerce_e2e","",""
"","7813","test_fast_checkout_with_api_login","api","Fri Apr 10 08:56:36 UTC 2026","passed","Fri Apr 10 08:56:44 UTC 2026","","test_checkout_hybrid","",""
"여러 가지 로그인 실패 상황(Edge Case)을 하나의 코드로 검증한다.","169","test_login_multiple_failures[TC-06: \ube44\ubc00\ubc88\ud638 \ube48\uce78-emilys--400]","api","Fri Apr 10 08:56:32 UTC 2026","passed","Fri Apr 10 08:56:32 UTC 2026","","postman_test","",""
