"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1581","test_google_selenium","tests","Tue Apr 14 15:34:41 UTC 2026","passed","Tue Apr 14 15:34:42 UTC 2026","","test_google","",""
"","10650","test_filter_category[Grinder]","api","Tue Apr 14 15:31:46 UTC 2026","broken","Tue Apr 14 15:31:57 UTC 2026","","test_filter_hand_tools","",""
"","10682","test_filter_category[Pliers]","api","Tue Apr 14 15:31:01 UTC 2026","broken","Tue Apr 14 15:31:12 UTC 2026","","test_filter_hand_tools","",""
"","10949","test_filter_category[Power Tools]","api","Tue Apr 14 15:32:31 UTC 2026","broken","Tue Apr 14 15:32:42 UTC 2026","","test_filter_hand_tools","",""
"","10646","test_filter_category[Hand Saw]","api","Tue Apr 14 15:30:28 UTC 2026","broken","Tue Apr 14 15:30:38 UTC 2026","","test_filter_hand_tools","",""
"","10769","test_filter_category[MightyCraft Hardware]","api","Tue Apr 14 15:34:02 UTC 2026","broken","Tue Apr 14 15:34:12 UTC 2026","","test_filter_hand_tools","",""
"","10662","test_filter_category[Chisels]","api","Tue Apr 14 15:31:13 UTC 2026","broken","Tue Apr 14 15:31:23 UTC 2026","","test_filter_hand_tools","",""
"","10660","test_filter_category[Show only eco-friendly products]","api","Tue Apr 14 15:34:13 UTC 2026","broken","Tue Apr 14 15:34:23 UTC 2026","","test_filter_hand_tools","",""
"여러 가지 로그인 실패 상황(Edge Case)을 하나의 코드로 검증한다.","109","test_login_multiple_failures[TC-05: \uc874\uc7ac\ud558\uc9c0 \uc54a\ub294 \uc720\uc800-ghost_user-emilyspass-400]","api","Tue Apr 14 15:29:58 UTC 2026","passed","Tue Apr 14 15:29:59 UTC 2026","","postman_test","",""
"","10904","test_filter_category[Saw]","api","Tue Apr 14 15:32:08 UTC 2026","broken","Tue Apr 14 15:32:19 UTC 2026","","test_filter_hand_tools","",""
"","10689","test_filter_category[ForgeFlex Tools]","api","Tue Apr 14 15:33:50 UTC 2026","broken","Tue Apr 14 15:34:01 UTC 2026","","test_filter_hand_tools","",""
"","980","test_saucedemo_price_validation","api","Tue Apr 14 15:30:03 UTC 2026","passed","Tue Apr 14 15:30:04 UTC 2026","","test_cart_price_validation","",""
"","772","test_full_e2e_scenario","api","Tue Apr 14 15:29:55 UTC 2026","passed","Tue Apr 14 15:29:56 UTC 2026","","e2e_test","",""
"","10730","test_filter_category[Hammer]","api","Tue Apr 14 15:30:16 UTC 2026","broken","Tue Apr 14 15:30:27 UTC 2026","","test_filter_hand_tools","",""
"","0","test_verify_user_in_local_db","api","Tue Apr 14 15:29:59 UTC 2026","passed","Tue Apr 14 15:29:59 UTC 2026","","postman_test","",""
"","10705","test_filter_category[Storage Solutions]","api","Tue Apr 14 15:32:53 UTC 2026","broken","Tue Apr 14 15:33:04 UTC 2026","","test_filter_hand_tools","",""
"","10715","test_filter_category[Screwdriver]","api","Tue Apr 14 15:30:50 UTC 2026","broken","Tue Apr 14 15:31:01 UTC 2026","","test_filter_hand_tools","",""
"","305","test_create_new_user","api","Tue Apr 14 15:29:59 UTC 2026","passed","Tue Apr 14 15:29:59 UTC 2026","","test_api_post","",""
"","8276","test_fast_checkout_with_api_login","api","Tue Apr 14 15:30:06 UTC 2026","passed","Tue Apr 14 15:30:14 UTC 2026","","test_checkout_hybrid","",""
"","470","test_saucedemo_login_negative[standard_user-wrong_pw_123-Username and password do not match any user in this service]","api","Tue Apr 14 15:34:26 UTC 2026","passed","Tue Apr 14 15:34:26 UTC 2026","","test_negative_login","",""
"여러 가지 로그인 실패 상황(Edge Case)을 하나의 코드로 검증한다.","105","test_login_multiple_failures[TC-06: \ube44\ubc00\ubc88\ud638 \ube48\uce78-emilys--400]","api","Tue Apr 14 15:29:59 UTC 2026","passed","Tue Apr 14 15:29:59 UTC 2026","","postman_test","",""
"","701","test_saucedemo_login_negative[-secret_sauce-Username is required]","api","Tue Apr 14 15:34:26 UTC 2026","passed","Tue Apr 14 15:34:27 UTC 2026","","test_negative_login","",""
"TC-03: 발금받은 토큰(카드키)으로 내 정보를 성공적으로 조회한다.(토큰 연동해서 내 정보 조회 통과)","507","test_get_my_info_with_token","api","Tue Apr 14 15:29:58 UTC 2026","passed","Tue Apr 14 15:29:58 UTC 2026","","postman_test","",""
"여러 가지 로그인 실패 상황(Edge Case)을 하나의 코드로 검증한다.","365","test_login_multiple_failures[TC-04: \ube44\ubc00\ubc88\ud638 \ud2c0\ub9bc-emilys-wrongpass-400]","api","Tue Apr 14 15:29:58 UTC 2026","passed","Tue Apr 14 15:29:58 UTC 2026","","postman_test","",""
"","10689","test_filter_category[Hand Tools]","api","Tue Apr 14 15:31:35 UTC 2026","broken","Tue Apr 14 15:31:46 UTC 2026","","test_filter_hand_tools","",""
"","111","test_login_fail","api","Tue Apr 14 15:29:56 UTC 2026","passed","Tue Apr 14 15:29:56 UTC 2026","","login_test","",""
"","10794","test_filter_category[Tool Belts]","api","Tue Apr 14 15:32:42 UTC 2026","broken","Tue Apr 14 15:32:53 UTC 2026","","test_filter_hand_tools","",""
"","10829","test_search_product","api","Tue Apr 14 15:34:28 UTC 2026","broken","Tue Apr 14 15:34:38 UTC 2026","","test_search_product","",""
"","10877","test_filter_category[Safety Gear]","api","Tue Apr 14 15:33:16 UTC 2026","broken","Tue Apr 14 15:33:27 UTC 2026","","test_filter_hand_tools","",""
"","10685","test_filter_category[Sander]","api","Tue Apr 14 15:31:57 UTC 2026","broken","Tue Apr 14 15:32:08 UTC 2026","","test_filter_hand_tools","",""
"TC-02: 비밀번호가 틀렸을 때 400 에러와 안내 메시지가 오는지 확인한다.(비밀번호 에러 방어 통과)","958","test_login_fail_wrong_password","api","Tue Apr 14 15:29:57 UTC 2026","passed","Tue Apr 14 15:29:58 UTC 2026","","postman_test","",""
"","773","test_saucedemo_checkout_e2e","api","Tue Apr 14 15:30:15 UTC 2026","passed","Tue Apr 14 15:30:16 UTC 2026","","test_commerce_e2e","",""
"","1145","test_checkout","api","Tue Apr 14 15:30:04 UTC 2026","passed","Tue Apr 14 15:30:05 UTC 2026","","test_checkout","",""
"","10668","test_filter_category[Drill]","api","Tue Apr 14 15:32:20 UTC 2026","broken","Tue Apr 14 15:32:30 UTC 2026","","test_filter_hand_tools","",""
"","10664","test_filter_category[Measures]","api","Tue Apr 14 15:31:24 UTC 2026","broken","Tue Apr 14 15:31:34 UTC 2026","","test_filter_hand_tools","",""
"","1473","test_google_search_pytyon","tests","Tue Apr 14 15:34:43 UTC 2026","passed","Tue Apr 14 15:34:45 UTC 2026","","test_google","",""
