"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1364","test_google_selenium","tests","Tue Apr 14 07:37:40 UTC 2026","passed","Tue Apr 14 07:37:42 UTC 2026","","test_google","",""
"","10741","test_filter_category[Grinder]","api","Tue Apr 14 07:34:48 UTC 2026","broken","Tue Apr 14 07:34:59 UTC 2026","","test_filter_hand_tools","",""
"","10685","test_search_product","api","Tue Apr 14 07:37:28 UTC 2026","broken","Tue Apr 14 07:37:38 UTC 2026","","test_search_product","",""
"","7932","test_fast_checkout_with_api_login","api","Tue Apr 14 07:33:09 UTC 2026","passed","Tue Apr 14 07:33:16 UTC 2026","","test_checkout_hybrid","",""
"","10693","test_filter_category[MightyCraft Hardware]","api","Tue Apr 14 07:37:02 UTC 2026","broken","Tue Apr 14 07:37:13 UTC 2026","","test_filter_hand_tools","",""
"TC-03: 발금받은 토큰(카드키)으로 내 정보를 성공적으로 조회한다.(토큰 연동해서 내 정보 조회 통과)","304","test_get_my_info_with_token","api","Tue Apr 14 07:33:03 UTC 2026","passed","Tue Apr 14 07:33:03 UTC 2026","","postman_test","",""
"","10683","test_filter_category[Hand Saw]","api","Tue Apr 14 07:33:30 UTC 2026","broken","Tue Apr 14 07:33:40 UTC 2026","","test_filter_hand_tools","",""
"","10716","test_filter_category[Saw]","api","Tue Apr 14 07:35:10 UTC 2026","broken","Tue Apr 14 07:35:21 UTC 2026","","test_filter_hand_tools","",""
"","1183","test_checkout","api","Tue Apr 14 07:33:07 UTC 2026","passed","Tue Apr 14 07:33:08 UTC 2026","","test_checkout","",""
"","294","test_login_and_get_info","api","Tue Apr 14 07:33:02 UTC 2026","passed","Tue Apr 14 07:33:02 UTC 2026","","login_test","",""
"","10665","test_filter_category[Storage Solutions]","api","Tue Apr 14 07:35:55 UTC 2026","broken","Tue Apr 14 07:36:06 UTC 2026","","test_filter_hand_tools","",""
"","10722","test_filter_category[Power Tools]","api","Tue Apr 14 07:35:33 UTC 2026","broken","Tue Apr 14 07:35:43 UTC 2026","","test_filter_hand_tools","",""
"","10715","test_filter_category[Safety Gear]","api","Tue Apr 14 07:36:17 UTC 2026","broken","Tue Apr 14 07:36:28 UTC 2026","","test_filter_hand_tools","",""
"","10715","test_filter_category[Hand Tools]","api","Tue Apr 14 07:34:37 UTC 2026","broken","Tue Apr 14 07:34:47 UTC 2026","","test_filter_hand_tools","",""
