"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","602","test_saucedemo_login_negative[standard_user-wrong_pw_123-Username and password do not match any user in this service]","api","Tue Apr 14 15:23:02 UTC 2026","passed","Tue Apr 14 15:23:02 UTC 2026","","test_negative_login","",""
"","10760","test_filter_category[Show only eco-friendly products]","api","Tue Apr 14 15:22:49 UTC 2026","broken","Tue Apr 14 15:23:00 UTC 2026","","test_filter_hand_tools","",""
"","10806","test_filter_category[Screwdriver]","api","Tue Apr 14 15:19:26 UTC 2026","broken","Tue Apr 14 15:19:36 UTC 2026","","test_filter_hand_tools","",""
"","10781","test_filter_category[Hand Saw]","api","Tue Apr 14 15:19:03 UTC 2026","broken","Tue Apr 14 15:19:14 UTC 2026","","test_filter_hand_tools","",""
"","10765","test_filter_category[Hammer]","api","Tue Apr 14 15:18:52 UTC 2026","broken","Tue Apr 14 15:19:02 UTC 2026","","test_filter_hand_tools","",""
"","592","test_saucedemo_login_negative[locked_out_user-secret_sauce-Sorry, this user has been locked out]","api","Tue Apr 14 15:23:00 UTC 2026","passed","Tue Apr 14 15:23:01 UTC 2026","","test_negative_login","",""
"여러 가지 로그인 실패 상황(Edge Case)을 하나의 코드로 검증한다.","209","test_login_multiple_failures[TC-04: \ube44\ubc00\ubc88\ud638 \ud2c0\ub9bc-emilys-wrongpass-400]","api","Tue Apr 14 15:18:35 UTC 2026","passed","Tue Apr 14 15:18:36 UTC 2026","","postman_test","",""
"","1106","test_saucedemo_price_validation","api","Tue Apr 14 15:18:38 UTC 2026","passed","Tue Apr 14 15:18:39 UTC 2026","","test_cart_price_validation","",""
"","1537","test_google_selenium","tests","Tue Apr 14 15:23:17 UTC 2026","passed","Tue Apr 14 15:23:18 UTC 2026","","test_google","",""
"","10740","test_filter_category[Sander]","api","Tue Apr 14 15:20:33 UTC 2026","broken","Tue Apr 14 15:20:44 UTC 2026","","test_filter_hand_tools","",""
"","10798","test_filter_category[Wrench]","api","Tue Apr 14 15:19:14 UTC 2026","broken","Tue Apr 14 15:19:25 UTC 2026","","test_filter_hand_tools","",""
"","10741","test_filter_category[ForgeFlex Tools]","api","Tue Apr 14 15:22:27 UTC 2026","broken","Tue Apr 14 15:22:37 UTC 2026","","test_filter_hand_tools","",""
"","10791","test_filter_category[Drill]","api","Tue Apr 14 15:20:56 UTC 2026","broken","Tue Apr 14 15:21:07 UTC 2026","","test_filter_hand_tools","",""
"여러 가지 로그인 실패 상황(Edge Case)을 하나의 코드로 검증한다.","352","test_login_multiple_failures[TC-05: \uc874\uc7ac\ud558\uc9c0 \uc54a\ub294 \uc720\uc800-ghost_user-emilyspass-400]","api","Tue Apr 14 15:18:36 UTC 2026","passed","Tue Apr 14 15:18:36 UTC 2026","","postman_test","",""
"","10752","test_filter_category[Grinder]","api","Tue Apr 14 15:20:22 UTC 2026","broken","Tue Apr 14 15:20:33 UTC 2026","","test_filter_hand_tools","",""
"","876","test_full_e2e_scenario","api","Tue Apr 14 15:18:32 UTC 2026","passed","Tue Apr 14 15:18:33 UTC 2026","","e2e_test","",""
"여러 가지 로그인 실패 상황(Edge Case)을 하나의 코드로 검증한다.","146","test_login_multiple_failures[TC-06: \ube44\ubc00\ubc88\ud638 \ube48\uce78-emilys--400]","api","Tue Apr 14 15:18:36 UTC 2026","passed","Tue Apr 14 15:18:36 UTC 2026","","postman_test","",""
"","10790","test_filter_category[Fasteners]","api","Tue Apr 14 15:22:04 UTC 2026","broken","Tue Apr 14 15:22:15 UTC 2026","","test_filter_hand_tools","",""
"","556","test_saucedemo_login_negative[-secret_sauce-Username is required]","api","Tue Apr 14 15:23:03 UTC 2026","passed","Tue Apr 14 15:23:03 UTC 2026","","test_negative_login","",""
"","428","test_get_user_list","api","Tue Apr 14 15:18:36 UTC 2026","passed","Tue Apr 14 15:18:36 UTC 2026","","test_api_basic","",""
"","10776","test_filter_category[Pliers]","api","Tue Apr 14 15:19:37 UTC 2026","broken","Tue Apr 14 15:19:48 UTC 2026","","test_filter_hand_tools","",""
"","10776","test_filter_category[Chisels]","api","Tue Apr 14 15:19:48 UTC 2026","broken","Tue Apr 14 15:19:59 UTC 2026","","test_filter_hand_tools","",""
"","10768","test_filter_category[Safety Gear]","api","Tue Apr 14 15:21:53 UTC 2026","broken","Tue Apr 14 15:22:03 UTC 2026","","test_filter_hand_tools","",""
"","10825","test_filter_category[Tool Belts]","api","Tue Apr 14 15:21:19 UTC 2026","broken","Tue Apr 14 15:21:29 UTC 2026","","test_filter_hand_tools","",""
"TC-02: 비밀번호가 틀렸을 때 400 에러와 안내 메시지가 오는지 확인한다.(비밀번호 에러 방어 통과)","153","test_login_fail_wrong_password","api","Tue Apr 14 15:18:35 UTC 2026","passed","Tue Apr 14 15:18:35 UTC 2026","","postman_test","",""
"","874","test_cart_badge","api","Tue Apr 14 15:18:37 UTC 2026","passed","Tue Apr 14 15:18:38 UTC 2026","","test_cart_badge","",""
