"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","197","test_create_user_and_verify_db","api","Mon Apr 20 06:31:56 UTC 2026","passed","Mon Apr 20 06:31:56 UTC 2026","","test_integration","",""
"","10711","test_filter_category[ForgeFlex Tools]","api","Mon Apr 20 06:31:23 UTC 2026","broken","Mon Apr 20 06:31:33 UTC 2026","","test_filter_hand_tools","",""
"","10720","test_filter_category[Sander]","api","Mon Apr 20 06:29:31 UTC 2026","broken","Mon Apr 20 06:29:41 UTC 2026","","test_filter_hand_tools","",""
"","10749","test_filter_category[Tool Belts]","api","Mon Apr 20 06:30:15 UTC 2026","broken","Mon Apr 20 06:30:26 UTC 2026","","test_filter_hand_tools","",""
"","1015","test_google_search_pytyon","tests","Mon Apr 20 06:32:13 UTC 2026","passed","Mon Apr 20 06:32:14 UTC 2026","","test_google","",""
"","10703","test_filter_category[Drill]","api","Mon Apr 20 06:29:53 UTC 2026","broken","Mon Apr 20 06:30:04 UTC 2026","","test_filter_hand_tools","",""
"","865","test_google_search_autotesting","tests","Mon Apr 20 06:32:15 UTC 2026","passed","Mon Apr 20 06:32:15 UTC 2026","","test_google","",""
"여러 가지 로그인 실패 상황(Edge Case)을 하나의 코드로 검증한다.","157","test_login_multiple_failures[TC-05: \uc874\uc7ac\ud558\uc9c0 \uc54a\ub294 \uc720\uc800-ghost_user-emilyspass-400]","api","Mon Apr 20 06:27:41 UTC 2026","passed","Mon Apr 20 06:27:41 UTC 2026","","postman_test","",""
"","188","test_create_new_user","api","Mon Apr 20 06:27:42 UTC 2026","passed","Mon Apr 20 06:27:42 UTC 2026","","test_api_post","",""
"","1090","test_checkout","api","Mon Apr 20 06:27:46 UTC 2026","passed","Mon Apr 20 06:27:47 UTC 2026","","test_checkout","",""
"","939","test_drop_box_sort","api","Mon Apr 20 06:32:10 UTC 2026","passed","Mon Apr 20 06:32:11 UTC 2026","","test_sorting","",""
"","756","test_cart_badge","api","Mon Apr 20 06:27:43 UTC 2026","passed","Mon Apr 20 06:27:44 UTC 2026","","test_cart_badge","",""
"","10787","test_filter_category[Hammer]","api","Mon Apr 20 06:27:50 UTC 2026","broken","Mon Apr 20 06:28:00 UTC 2026","","test_filter_hand_tools","",""
"","10714","test_filter_category[Pliers]","api","Mon Apr 20 06:28:35 UTC 2026","broken","Mon Apr 20 06:28:45 UTC 2026","","test_filter_hand_tools","",""
"","195","test_create_user_ddt[DongChan Lee-QA Lead-201]","api","Mon Apr 20 06:27:41 UTC 2026","passed","Mon Apr 20 06:27:42 UTC 2026","","test_api_ddt","",""
"TC-02: 비밀번호가 틀렸을 때 400 에러와 안내 메시지가 오는지 확인한다.(비밀번호 에러 방어 통과)","155","test_login_fail_wrong_password","api","Mon Apr 20 06:27:40 UTC 2026","passed","Mon Apr 20 06:27:40 UTC 2026","","postman_test","",""
"","148","test_get_user_list","api","Mon Apr 20 06:27:41 UTC 2026","passed","Mon Apr 20 06:27:41 UTC 2026","","test_api_basic","",""
"","203","test_create_user_ddt[Newbie--201]","api","Mon Apr 20 06:27:42 UTC 2026","passed","Mon Apr 20 06:27:42 UTC 2026","","test_api_ddt","",""
"","952","test_google_selenium","tests","Mon Apr 20 06:32:12 UTC 2026","passed","Mon Apr 20 06:32:13 UTC 2026","","test_google","",""
"","10669","test_filter_category[Screwdriver]","api","Mon Apr 20 06:28:23 UTC 2026","broken","Mon Apr 20 06:28:34 UTC 2026","","test_filter_hand_tools","",""
"","10679","test_filter_category[MightyCraft Hardware]","api","Mon Apr 20 06:31:34 UTC 2026","broken","Mon Apr 20 06:31:45 UTC 2026","","test_filter_hand_tools","",""
"","10719","test_filter_category[Storage Solutions]","api","Mon Apr 20 06:30:27 UTC 2026","broken","Mon Apr 20 06:30:37 UTC 2026","","test_filter_hand_tools","",""
"","10737","test_filter_category[Safety Gear]","api","Mon Apr 20 06:30:49 UTC 2026","broken","Mon Apr 20 06:31:00 UTC 2026","","test_filter_hand_tools","",""
"","463","test_saucedemo_login_negative[-secret_sauce-Username is required]","api","Mon Apr 20 06:31:58 UTC 2026","passed","Mon Apr 20 06:31:59 UTC 2026","","test_negative_login","",""
"","932","test_saucedemo_checkout_e2e","api","Mon Apr 20 06:27:48 UTC 2026","broken","Mon Apr 20 06:27:49 UTC 2026","","test_commerce_e2e","",""
"","10745","test_search_product","api","Mon Apr 20 06:31:59 UTC 2026","broken","Mon Apr 20 06:32:10 UTC 2026","","test_search_product","",""
"","10695","test_filter_category[Other]","api","Mon Apr 20 06:31:11 UTC 2026","broken","Mon Apr 20 06:31:22 UTC 2026","","test_filter_hand_tools","",""
"","156","test_login_fail","api","Mon Apr 20 06:27:40 UTC 2026","passed","Mon Apr 20 06:27:40 UTC 2026","","login_test","",""
"","373","test_fast_checkout_with_api_login","api","Mon Apr 20 06:27:47 UTC 2026","failed","Mon Apr 20 06:27:48 UTC 2026","","test_checkout_hybrid","",""
"","10678","test_filter_category[Chisels]","api","Mon Apr 20 06:28:46 UTC 2026","broken","Mon Apr 20 06:28:56 UTC 2026","","test_filter_hand_tools","",""
"","10706","test_filter_category[Show only eco-friendly products]","api","Mon Apr 20 06:31:45 UTC 2026","broken","Mon Apr 20 06:31:56 UTC 2026","","test_filter_hand_tools","",""
"","10712","test_filter_category[Hand Tools]","api","Mon Apr 20 06:29:08 UTC 2026","broken","Mon Apr 20 06:29:19 UTC 2026","","test_filter_hand_tools","",""
"","528","test_saucedemo_login_negative[standard_user-wrong_pw_123-Username and password do not match any user in this service]","api","Mon Apr 20 06:31:57 UTC 2026","passed","Mon Apr 20 06:31:58 UTC 2026","","test_negative_login","",""
"","10700","test_filter_category[Measures]","api","Mon Apr 20 06:28:57 UTC 2026","broken","Mon Apr 20 06:29:08 UTC 2026","","test_filter_hand_tools","",""
"","198","test_create_user_ddt[Hacker#@#!@-DROP TABLE users;-201]","api","Mon Apr 20 06:27:42 UTC 2026","passed","Mon Apr 20 06:27:42 UTC 2026","","test_api_ddt","",""
"여러 가지 로그인 실패 상황(Edge Case)을 하나의 코드로 검증한다.","156","test_login_multiple_failures[TC-06: \ube44\ubc00\ubc88\ud638 \ube48\uce78-emilys--400]","api","Mon Apr 20 06:27:41 UTC 2026","passed","Mon Apr 20 06:27:41 UTC 2026","","postman_test","",""
"","366","test_full_e2e_scenario","api","Mon Apr 20 06:27:39 UTC 2026","broken","Mon Apr 20 06:27:39 UTC 2026","","e2e_test","",""
" TC-01: 정상 로그인 시 200 OK와 토큰을 발급받는지 확인한다.(로그인 통과)","177","test_login_success","api","Mon Apr 20 06:27:40 UTC 2026","passed","Mon Apr 20 06:27:40 UTC 2026","","postman_test","",""
"","189","test_1_update_user","api","Mon Apr 20 06:27:42 UTC 2026","passed","Mon Apr 20 06:27:43 UTC 2026","","test_api_put_delete","",""
