"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","512","test_saucedemo_login_negative[standard_user-wrong_pw_123-Username and password do not match any user in this service]","api","Tue Mar 24 09:03:37 UTC 2026","passed","Tue Mar 24 09:03:37 UTC 2026","","test_negative_login","",""
"","943","test_saucedemo_checkout_e2e","api","Tue Mar 24 09:03:34 UTC 2026","passed","Tue Mar 24 09:03:35 UTC 2026","","test_commerce_e2e","",""
"TC-03: 발금받은 토큰(카드키)으로 내 정보를 성공적으로 조회한다.(토큰 연동해서 내 정보 조회 통과)","99","test_get_my_info_with_token","api","Tue Mar 24 09:03:29 UTC 2026","passed","Tue Mar 24 09:03:29 UTC 2026","","postman_test","",""
"","450","test_saucedemo_login_negative[-secret_sauce-Username is required]","api","Tue Mar 24 09:03:38 UTC 2026","passed","Tue Mar 24 09:03:38 UTC 2026","","test_negative_login","",""
"여러 가지 로그인 실패 상황(Edge Case)을 하나의 코드로 검증한다.","55","test_login_multiple_failures[TC-06: \ube44\ubc00\ubc88\ud638 \ube48\uce78-emilys--400]","api","Tue Mar 24 09:03:30 UTC 2026","passed","Tue Mar 24 09:03:30 UTC 2026","","postman_test","",""
"","52","test_login_fail","api","Tue Mar 24 09:03:29 UTC 2026","passed","Tue Mar 24 09:03:29 UTC 2026","","login_test","",""
"","1010","test_saucedemo_price_validation","api","Tue Mar 24 09:03:31 UTC 2026","passed","Tue Mar 24 09:03:32 UTC 2026","","test_cart_price_validation","",""
"","938","test_drop_box_sort","api","Tue Mar 24 09:03:39 UTC 2026","passed","Tue Mar 24 09:03:40 UTC 2026","","test_sorting","",""
"","1590","test_google_search_autotesting","tests","Tue Mar 24 09:03:44 UTC 2026","passed","Tue Mar 24 09:03:46 UTC 2026","","test_google","",""
"","507","test_saucedemo_login_negative[locked_out_user-secret_sauce-Sorry, this user has been locked out]","api","Tue Mar 24 09:03:36 UTC 2026","passed","Tue Mar 24 09:03:36 UTC 2026","","test_negative_login","",""
"","1615","test_google_search_pytyon","tests","Tue Mar 24 09:03:42 UTC 2026","passed","Tue Mar 24 09:03:44 UTC 2026","","test_google","",""
"여러 가지 로그인 실패 상황(Edge Case)을 하나의 코드로 검증한다.","42","test_login_multiple_failures[TC-05: \uc874\uc7ac\ud558\uc9c0 \uc54a\ub294 \uc720\uc800-ghost_user-emilyspass-400]","api","Tue Mar 24 09:03:29 UTC 2026","passed","Tue Mar 24 09:03:30 UTC 2026","","postman_test","",""
"","167","test_login_and_get_info","api","Tue Mar 24 09:03:29 UTC 2026","passed","Tue Mar 24 09:03:29 UTC 2026","","login_test","",""
"","1047","test_cart_badge","api","Tue Mar 24 09:03:30 UTC 2026","passed","Tue Mar 24 09:03:31 UTC 2026","","test_cart_badge","",""
"","262","test_full_e2e_scenario","api","Tue Mar 24 09:03:29 UTC 2026","passed","Tue Mar 24 09:03:29 UTC 2026","","e2e_test","",""
"","1033","test_checkout","api","Tue Mar 24 09:03:33 UTC 2026","passed","Tue Mar 24 09:03:34 UTC 2026","","test_checkout","",""
" TC-01: 정상 로그인 시 200 OK와 토큰을 발급받는지 확인한다.(로그인 통과)","52","test_login_success","api","Tue Mar 24 09:03:29 UTC 2026","passed","Tue Mar 24 09:03:29 UTC 2026","","postman_test","",""
"","1643","test_google_selenium","tests","Tue Mar 24 09:03:40 UTC 2026","passed","Tue Mar 24 09:03:42 UTC 2026","","test_google","",""
"TC-02: 비밀번호가 틀렸을 때 400 에러와 안내 메시지가 오는지 확인한다.(비밀번호 에러 방어 통과)","43","test_login_fail_wrong_password","api","Tue Mar 24 09:03:29 UTC 2026","passed","Tue Mar 24 09:03:29 UTC 2026","","postman_test","",""
"","1","test_verify_user_in_local_db","api","Tue Mar 24 09:03:30 UTC 2026","passed","Tue Mar 24 09:03:30 UTC 2026","","postman_test","",""
"여러 가지 로그인 실패 상황(Edge Case)을 하나의 코드로 검증한다.","46","test_login_multiple_failures[TC-04: \ube44\ubc00\ubc88\ud638 \ud2c0\ub9bc-emilys-wrongpass-400]","api","Tue Mar 24 09:03:29 UTC 2026","passed","Tue Mar 24 09:03:29 UTC 2026","","postman_test","",""
