"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","236","test_create_user_and_verify_db","api","Mon Apr 20 15:59:07 UTC 2026","passed","Mon Apr 20 15:59:08 UTC 2026","","test_integration","",""
"","319","test_create_new_user","api","Mon Apr 20 15:58:53 UTC 2026","passed","Mon Apr 20 15:58:53 UTC 2026","","test_api_post","",""
"","2144","test_google_search_pytyon","tests","Mon Apr 20 15:59:11 UTC 2026","passed","Mon Apr 20 15:59:13 UTC 2026","","test_google","",""
"","1","test_verify_user_in_local_db","api","Mon Apr 20 15:58:53 UTC 2026","broken","Mon Apr 20 15:58:53 UTC 2026","","postman_test","",""
"","1339","test_google_search_autotesting","tests","Mon Apr 20 15:59:13 UTC 2026","passed","Mon Apr 20 15:59:14 UTC 2026","","test_google","",""
"","2217","test_saucedemo_checkout_e2e","api","Mon Apr 20 15:59:07 UTC 2026","passed","Mon Apr 20 15:59:09 UTC 2026","","test_commerce_e2e","",""
"","1757","test_cart_badge","api","Mon Apr 20 15:59:05 UTC 2026","passed","Mon Apr 20 15:59:06 UTC 2026","","test_cart_badge","",""
"","220","test_login_fail","api","Mon Apr 20 15:58:52 UTC 2026","passed","Mon Apr 20 15:58:52 UTC 2026","","login_test","",""
"TC-02: 비밀번호가 틀렸을 때 400 에러와 안내 메시지가 오는지 확인한다.(비밀번호 에러 방어 통과)","221","test_login_fail_wrong_password","api","Mon Apr 20 15:58:52 UTC 2026","passed","Mon Apr 20 15:58:52 UTC 2026","","postman_test","",""
"","1165","test_saucedemo_login_negative[-secret_sauce-Username is required]","api","Mon Apr 20 15:59:11 UTC 2026","passed","Mon Apr 20 15:59:12 UTC 2026","","test_negative_login","",""
"","10743","test_search_product","api","Mon Apr 20 15:59:20 UTC 2026","broken","Mon Apr 20 15:59:31 UTC 2026","","test_search_product","",""
" TC-01: 정상 로그인 시 200 OK와 토큰을 발급받는지 확인한다.(로그인 통과)","141","test_login_success","api","Mon Apr 20 15:58:52 UTC 2026","passed","Mon Apr 20 15:58:52 UTC 2026","","postman_test","",""
"","322","test_create_user_ddt[Newbie--201]","api","Mon Apr 20 15:58:53 UTC 2026","passed","Mon Apr 20 15:58:53 UTC 2026","","test_api_ddt","",""
"TC-03: 발금받은 토큰(카드키)으로 내 정보를 성공적으로 조회한다.(토큰 연동해서 내 정보 조회 통과)","250","test_get_my_info_with_token","api","Mon Apr 20 15:58:52 UTC 2026","passed","Mon Apr 20 15:58:52 UTC 2026","","postman_test","",""
"","315","test_1_update_user","api","Mon Apr 20 15:58:53 UTC 2026","passed","Mon Apr 20 15:58:54 UTC 2026","","test_api_put_delete","",""
