"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","130","test_login_and_get_info","api","Tue Apr 21 08:14:10 UTC 2026","passed","Tue Apr 21 08:14:11 UTC 2026","","login_test","",""
"","10870","test_search_product","api","Tue Apr 21 08:14:13 UTC 2026","broken","Tue Apr 21 08:14:24 UTC 2026","","test_search_product","",""
"","10695","test_valid_login","api","Tue Apr 21 08:14:36 UTC 2026","broken","Tue Apr 21 08:14:47 UTC 2026","","test_login","",""
"여러 가지 로그인 실패 상황(Edge Case)을 하나의 코드로 검증한다.","60","test_login_multiple_failures[TC-06: \ube44\ubc00\ubc88\ud638 \ube48\uce78-emilys--400]","api","Tue Apr 21 08:14:03 UTC 2026","passed","Tue Apr 21 08:14:03 UTC 2026","","postman_test","",""
"","200","test_1_update_user","api","Tue Apr 21 08:14:04 UTC 2026","passed","Tue Apr 21 08:14:04 UTC 2026","","test_api_put_delete","",""
"여러 가지 로그인 실패 상황(Edge Case)을 하나의 코드로 검증한다.","54","test_login_multiple_failures[TC-05: \uc874\uc7ac\ud558\uc9c0 \uc54a\ub294 \uc720\uc800-ghost_user-emilyspass-400]","api","Tue Apr 21 08:14:03 UTC 2026","passed","Tue Apr 21 08:14:03 UTC 2026","","postman_test","",""
"TC-02: 비밀번호가 틀렸을 때 400 에러와 안내 메시지가 오는지 확인한다.(비밀번호 에러 방어 통과)","94","test_login_fail_wrong_password","api","Tue Apr 21 08:14:03 UTC 2026","passed","Tue Apr 21 08:14:03 UTC 2026","","postman_test","",""
"","7630","test_fast_checkout_with_api_login","api","Tue Apr 21 08:14:28 UTC 2026","passed","Tue Apr 21 08:14:35 UTC 2026","","test_checkout_hybrid","",""
"","982","test_saucedemo_login_negative[standard_user-wrong_pw_123-Username and password do not match any user in this service]","api","Tue Apr 21 08:14:14 UTC 2026","passed","Tue Apr 21 08:14:15 UTC 2026","","test_negative_login","",""
"여러 가지 로그인 실패 상황(Edge Case)을 하나의 코드로 검증한다.","94","test_login_multiple_failures[TC-04: \ube44\ubc00\ubc88\ud638 \ud2c0\ub9bc-emilys-wrongpass-400]","api","Tue Apr 21 08:14:03 UTC 2026","passed","Tue Apr 21 08:14:03 UTC 2026","","postman_test","",""
"","100","test_login_fail","api","Tue Apr 21 08:14:03 UTC 2026","passed","Tue Apr 21 08:14:03 UTC 2026","","login_test","",""
"","10860","test_filter_hand_tools","api","Tue Apr 21 08:14:13 UTC 2026","broken","Tue Apr 21 08:14:24 UTC 2026","","test_filter_hand_tools","",""
"","199","test_create_user_ddt[DongChan Lee-QA Lead-201]","api","Tue Apr 21 08:14:04 UTC 2026","passed","Tue Apr 21 08:14:04 UTC 2026","","test_api_ddt","",""
"","1630","test_cart_badge","api","Tue Apr 21 08:14:09 UTC 2026","passed","Tue Apr 21 08:14:11 UTC 2026","","test_cart_badge","",""
"","1416","test_drop_box_sort","api","Tue Apr 21 08:14:24 UTC 2026","passed","Tue Apr 21 08:14:26 UTC 2026","","test_sorting","",""
"","1132","test_saucedemo_login_negative[locked_out_user-secret_sauce-Sorry, this user has been locked out]","api","Tue Apr 21 08:14:11 UTC 2026","passed","Tue Apr 21 08:14:13 UTC 2026","","test_negative_login","",""
"","2243","test_saucedemo_checkout_e2e","api","Tue Apr 21 08:14:12 UTC 2026","passed","Tue Apr 21 08:14:14 UTC 2026","","test_commerce_e2e","",""
" TC-01: 정상 로그인 시 200 OK와 토큰을 발급받는지 확인한다.(로그인 통과)","62","test_login_success","api","Tue Apr 21 08:14:03 UTC 2026","passed","Tue Apr 21 08:14:03 UTC 2026","","postman_test","",""
"","2","test_verify_user_in_local_db","api","Tue Apr 21 08:14:03 UTC 2026","broken","Tue Apr 21 08:14:03 UTC 2026","","postman_test","",""
"","198","test_create_new_user","api","Tue Apr 21 08:14:04 UTC 2026","passed","Tue Apr 21 08:14:04 UTC 2026","","test_api_post","",""
"","751","test_full_e2e_scenario","api","Tue Apr 21 08:14:09 UTC 2026","broken","Tue Apr 21 08:14:10 UTC 2026","","e2e_test","",""
"","10699","test_invalid_login","api","Tue Apr 21 08:14:47 UTC 2026","broken","Tue Apr 21 08:14:58 UTC 2026","","test_login","",""
"","1617","test_google_search_autotesting","tests","Tue Apr 21 08:14:17 UTC 2026","passed","Tue Apr 21 08:14:19 UTC 2026","","test_google","",""
