"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"여러 가지 로그인 실패 상황(Edge Case)을 하나의 코드로 검증한다.","166","test_login_multiple_failures[TC-05: \uc874\uc7ac\ud558\uc9c0 \uc54a\ub294 \uc720\uc800-ghost_user-emilyspass-400]","api","Tue Mar 17 08:21:45 UTC 2026","passed","Tue Mar 17 08:21:45 UTC 2026","","postman_test","",""
"","431","test_saucedemo_login_negative[locked_out_user-secret_sauce-Sorry, this user has been locked out]","api","Tue Mar 17 08:21:48 UTC 2026","passed","Tue Mar 17 08:21:49 UTC 2026","","test_negative_login","",""
"여러 가지 로그인 실패 상황(Edge Case)을 하나의 코드로 검증한다.","168","test_login_multiple_failures[TC-06: \ube44\ubc00\ubc88\ud638 \ube48\uce78-emilys--400]","api","Tue Mar 17 08:21:45 UTC 2026","passed","Tue Mar 17 08:21:45 UTC 2026","","postman_test","",""
"TC-02: 비밀번호가 틀렸을 때 400 에러와 안내 메시지가 오는지 확인한다.(비밀번호 에러 방어 통과)","172","test_login_fail_wrong_password","api","Tue Mar 17 08:21:44 UTC 2026","passed","Tue Mar 17 08:21:44 UTC 2026","","postman_test","",""
"","373","test_login_and_get_info","api","Tue Mar 17 08:21:43 UTC 2026","passed","Tue Mar 17 08:21:44 UTC 2026","","login_test","",""
"","0","test_verify_user_in_local_db","api","Tue Mar 17 08:21:45 UTC 2026","passed","Tue Mar 17 08:21:45 UTC 2026","","postman_test","",""
"","384","test_saucedemo_login_negative[-secret_sauce-Username is required]","api","Tue Mar 17 08:21:50 UTC 2026","passed","Tue Mar 17 08:21:50 UTC 2026","","test_negative_login","",""
"","438","test_saucedemo_login_negative[standard_user-wrong_pw_123-Username and password do not match any user in this service]","api","Tue Mar 17 08:21:49 UTC 2026","passed","Tue Mar 17 08:21:49 UTC 2026","","test_negative_login","",""
"","1568","test_google_search_autotesting","tests","Tue Mar 17 08:21:55 UTC 2026","passed","Tue Mar 17 08:21:56 UTC 2026","","test_google","",""
"여러 가지 로그인 실패 상황(Edge Case)을 하나의 코드로 검증한다.","173","test_login_multiple_failures[TC-04: \ube44\ubc00\ubc88\ud638 \ud2c0\ub9bc-emilys-wrongpass-400]","api","Tue Mar 17 08:21:45 UTC 2026","passed","Tue Mar 17 08:21:45 UTC 2026","","postman_test","",""
"","172","test_login_fail","api","Tue Mar 17 08:21:44 UTC 2026","passed","Tue Mar 17 08:21:44 UTC 2026","","login_test","",""
"","2435","test_saucedemo_checkout_e2e","api","Tue Mar 17 08:21:45 UTC 2026","passed","Tue Mar 17 08:21:48 UTC 2026","","test_commerce_e2e","",""
"","1999","test_google_selenium","tests","Tue Mar 17 08:21:51 UTC 2026","passed","Tue Mar 17 08:21:53 UTC 2026","","test_google","",""
" TC-01: 정상 로그인 시 200 OK와 토큰을 발급받는지 확인한다.(로그인 통과)","168","test_login_success","api","Tue Mar 17 08:21:44 UTC 2026","passed","Tue Mar 17 08:21:44 UTC 2026","","postman_test","",""
"","1419","test_google_search_pytyon","tests","Tue Mar 17 08:21:53 UTC 2026","passed","Tue Mar 17 08:21:54 UTC 2026","","test_google","",""
"TC-03: 발금받은 토큰(카드키)으로 내 정보를 성공적으로 조회한다.(토큰 연동해서 내 정보 조회 통과)","346","test_get_my_info_with_token","api","Tue Mar 17 08:21:44 UTC 2026","passed","Tue Mar 17 08:21:45 UTC 2026","","postman_test","",""
"","301","test_full_e2e_scenario","api","Tue Mar 17 08:21:57 UTC 2026","passed","Tue Mar 17 08:21:58 UTC 2026","","e2e_test","",""
