"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","284","test_create_user_ddt[DongChan Lee-QA Lead-201]","api","Tue Apr 21 14:53:57 UTC 2026","passed","Tue Apr 21 14:53:57 UTC 2026","","test_api_ddt","",""
"","1149","test_google_search_autotesting","tests","Tue Apr 21 14:54:24 UTC 2026","passed","Tue Apr 21 14:54:25 UTC 2026","","test_google","",""
"","212","test_1_update_user","api","Tue Apr 21 14:53:57 UTC 2026","passed","Tue Apr 21 14:53:57 UTC 2026","","test_api_put_delete","",""
"","1","test_verify_user_in_local_db","api","Tue Apr 21 14:53:56 UTC 2026","broken","Tue Apr 21 14:53:56 UTC 2026","","postman_test","",""
" TC-01: 정상 로그인 시 200 OK와 토큰을 발급받는지 확인한다.(로그인 통과)","113","test_login_success","api","Tue Apr 21 14:53:56 UTC 2026","passed","Tue Apr 21 14:53:57 UTC 2026","","postman_test","",""
"TC-03: 발금받은 토큰(카드키)으로 내 정보를 성공적으로 조회한다.(토큰 연동해서 내 정보 조회 통과)","209","test_get_my_info_with_token","api","Tue Apr 21 14:53:56 UTC 2026","passed","Tue Apr 21 14:53:56 UTC 2026","","postman_test","",""
"","12718","test_add_to_cart_flow","api","Tue Apr 21 14:54:27 UTC 2026","broken","Tue Apr 21 14:54:40 UTC 2026","","test_cart","",""
"","10677","test_valid_login","api","Tue Apr 21 14:54:49 UTC 2026","broken","Tue Apr 21 14:55:00 UTC 2026","","test_login","",""
"","1088","test_saucedemo_login_negative[standard_user-wrong_pw_123-Username and password do not match any user in this service]","api","Tue Apr 21 14:54:12 UTC 2026","passed","Tue Apr 21 14:54:13 UTC 2026","","test_negative_login","",""
"","1127","test_drop_box_sort","api","Tue Apr 21 14:54:23 UTC 2026","passed","Tue Apr 21 14:54:24 UTC 2026","","test_sorting","",""
"","2004","test_google_selenium","tests","Tue Apr 21 14:54:14 UTC 2026","passed","Tue Apr 21 14:54:16 UTC 2026","","test_google","",""
"","1252","test_saucedemo_login_negative[locked_out_user-secret_sauce-Sorry, this user has been locked out]","api","Tue Apr 21 14:54:10 UTC 2026","passed","Tue Apr 21 14:54:11 UTC 2026","","test_negative_login","",""
"","285","test_get_user_list","api","Tue Apr 21 14:53:57 UTC 2026","passed","Tue Apr 21 14:53:57 UTC 2026","","test_api_basic","",""
"","11090","test_filter_hand_tools","api","Tue Apr 21 14:54:11 UTC 2026","broken","Tue Apr 21 14:54:22 UTC 2026","","test_filter_hand_tools","",""
