"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1583","test_google_selenium","tests","Wed Apr 15 07:26:16 UTC 2026","passed","Wed Apr 15 07:26:17 UTC 2026","","test_google","",""
"","10768","test_filter_category[Saw]","api","Wed Apr 15 07:23:46 UTC 2026","broken","Wed Apr 15 07:23:56 UTC 2026","","test_filter_hand_tools","",""
"","10765","test_filter_category[Chisels]","api","Wed Apr 15 07:22:49 UTC 2026","broken","Wed Apr 15 07:23:00 UTC 2026","","test_filter_hand_tools","",""
"","10732","test_filter_category[Show only eco-friendly products]","api","Wed Apr 15 07:25:49 UTC 2026","broken","Wed Apr 15 07:26:00 UTC 2026","","test_filter_hand_tools","",""
"","10750","test_filter_category[Hand Saw]","api","Wed Apr 15 07:22:05 UTC 2026","broken","Wed Apr 15 07:22:15 UTC 2026","","test_filter_hand_tools","",""
"","1","test_verify_user_in_local_db","api","Wed Apr 15 07:21:37 UTC 2026","passed","Wed Apr 15 07:21:37 UTC 2026","","postman_test","",""
"","353","test_create_new_user","api","Wed Apr 15 07:21:37 UTC 2026","passed","Wed Apr 15 07:21:37 UTC 2026","","test_api_post","",""
"","501","test_login_and_get_info","api","Wed Apr 15 07:21:33 UTC 2026","passed","Wed Apr 15 07:21:34 UTC 2026","","login_test","",""
"","10728","test_filter_category[Storage Solutions]","api","Wed Apr 15 07:24:31 UTC 2026","broken","Wed Apr 15 07:24:41 UTC 2026","","test_filter_hand_tools","",""
"","793","test_cart_badge","api","Wed Apr 15 07:21:39 UTC 2026","passed","Wed Apr 15 07:21:40 UTC 2026","","test_cart_badge","",""
"","8459","test_fast_checkout_with_api_login","api","Wed Apr 15 07:21:43 UTC 2026","passed","Wed Apr 15 07:21:52 UTC 2026","","test_checkout_hybrid","",""
"","10734","test_filter_category[Sander]","api","Wed Apr 15 07:23:34 UTC 2026","broken","Wed Apr 15 07:23:45 UTC 2026","","test_filter_hand_tools","",""
"","358","test_delete_user","api","Wed Apr 15 07:21:38 UTC 2026","passed","Wed Apr 15 07:21:38 UTC 2026","","test_api_put_delete","",""
