"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1603","test_cart_badge","api","Wed Apr 22 08:42:16 UTC 2026","passed","Wed Apr 22 08:42:17 UTC 2026","","test_cart_badge","",""
"","272","test_get_user_list","api","Wed Apr 22 08:42:04 UTC 2026","passed","Wed Apr 22 08:42:04 UTC 2026","","test_api_basic","",""
"","2148","test_saucedemo_checkout_e2e","api","Wed Apr 22 08:42:18 UTC 2026","passed","Wed Apr 22 08:42:20 UTC 2026","","test_commerce_e2e","",""
"여러 가지 로그인 실패 상황(Edge Case)을 하나의 코드로 검증한다.","46","test_login_multiple_failures[TC-06: \ube44\ubc00\ubc88\ud638 \ube48\uce78-emilys--400]","api","Wed Apr 22 08:42:04 UTC 2026","passed","Wed Apr 22 08:42:04 UTC 2026","","postman_test","",""
"여러 가지 로그인 실패 상황(Edge Case)을 하나의 코드로 검증한다.","80","test_login_multiple_failures[TC-04: \ube44\ubc00\ubc88\ud638 \ud2c0\ub9bc-emilys-wrongpass-400]","api","Wed Apr 22 08:42:04 UTC 2026","passed","Wed Apr 22 08:42:04 UTC 2026","","postman_test","",""
"","205","test_create_user_ddt[Hacker#@#!@-DROP TABLE users;-201]","api","Wed Apr 22 08:42:04 UTC 2026","passed","Wed Apr 22 08:42:04 UTC 2026","","test_api_ddt","",""
"","10591","test_add_to_cart_flow","api","Wed Apr 22 08:42:34 UTC 2026","broken","Wed Apr 22 08:42:45 UTC 2026","","test_cart","",""
"","290","test_create_user_ddt[DongChan Lee-QA Lead-201]","api","Wed Apr 22 08:42:04 UTC 2026","passed","Wed Apr 22 08:42:04 UTC 2026","","test_api_ddt","",""
"TC-03: 발금받은 토큰(카드키)으로 내 정보를 성공적으로 조회한다.(토큰 연동해서 내 정보 조회 통과)","118","test_get_my_info_with_token","api","Wed Apr 22 08:42:04 UTC 2026","passed","Wed Apr 22 08:42:04 UTC 2026","","postman_test","",""
"","1665","test_google_search_autotesting","tests","Wed Apr 22 08:42:23 UTC 2026","passed","Wed Apr 22 08:42:24 UTC 2026","","test_google","",""
"","10698","test_filter_hand_tools","api","Wed Apr 22 08:42:19 UTC 2026","broken","Wed Apr 22 08:42:30 UTC 2026","","test_filter_hand_tools","",""
"","10676","test_valid_login","api","Wed Apr 22 08:42:53 UTC 2026","broken","Wed Apr 22 08:43:04 UTC 2026","","test_login","",""
"","1220","test_google_selenium","tests","Wed Apr 22 08:42:31 UTC 2026","passed","Wed Apr 22 08:42:32 UTC 2026","","test_google","",""
"","67","test_login_fail","api","Wed Apr 22 08:42:04 UTC 2026","passed","Wed Apr 22 08:42:04 UTC 2026","","login_test","",""
"","946","test_saucedemo_login_negative[-secret_sauce-Username is required]","api","Wed Apr 22 08:42:21 UTC 2026","passed","Wed Apr 22 08:42:22 UTC 2026","","test_negative_login","",""
"","207","test_1_update_user","api","Wed Apr 22 08:42:04 UTC 2026","passed","Wed Apr 22 08:42:05 UTC 2026","","test_api_put_delete","",""
"","2531","test_checkout","api","Wed Apr 22 08:42:16 UTC 2026","passed","Wed Apr 22 08:42:18 UTC 2026","","test_checkout","",""
"","1053","test_saucedemo_login_negative[standard_user-wrong_pw_123-Username and password do not match any user in this service]","api","Wed Apr 22 08:42:20 UTC 2026","passed","Wed Apr 22 08:42:21 UTC 2026","","test_negative_login","",""
"","1261","test_drop_box_sort","api","Wed Apr 22 08:42:31 UTC 2026","passed","Wed Apr 22 08:42:32 UTC 2026","","test_sorting","",""
"","10677","test_invalid_login","api","Wed Apr 22 08:43:04 UTC 2026","broken","Wed Apr 22 08:43:15 UTC 2026","","test_login","",""
"","192","test_login_and_get_info","api","Wed Apr 22 08:42:17 UTC 2026","passed","Wed Apr 22 08:42:17 UTC 2026","","login_test","",""
"","10801","test_search_product","api","Wed Apr 22 08:42:19 UTC 2026","broken","Wed Apr 22 08:42:30 UTC 2026","","test_search_product","",""
"","196","test_create_user_ddt[Newbie--201]","api","Wed Apr 22 08:42:04 UTC 2026","passed","Wed Apr 22 08:42:04 UTC 2026","","test_api_ddt","",""
" TC-01: 정상 로그인 시 200 OK와 토큰을 발급받는지 확인한다.(로그인 통과)","52","test_login_success","api","Wed Apr 22 08:42:04 UTC 2026","passed","Wed Apr 22 08:42:04 UTC 2026","","postman_test","",""
"여러 가지 로그인 실패 상황(Edge Case)을 하나의 코드로 검증한다.","63","test_login_multiple_failures[TC-05: \uc874\uc7ac\ud558\uc9c0 \uc54a\ub294 \uc720\uc800-ghost_user-emilyspass-400]","api","Wed Apr 22 08:42:04 UTC 2026","passed","Wed Apr 22 08:42:04 UTC 2026","","postman_test","",""
