"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"여러 가지 로그인 실패 상황(Edge Case)을 하나의 코드로 검증한다.","134","test_login_multiple_failures[TC-05: \uc874\uc7ac\ud558\uc9c0 \uc54a\ub294 \uc720\uc800-ghost_user-emilyspass-400]","api","Thu Mar 19 05:43:16 UTC 2026","passed","Thu Mar 19 05:43:16 UTC 2026","","postman_test","",""
"","494","test_login_and_get_info","api","Thu Mar 19 05:43:15 UTC 2026","passed","Thu Mar 19 05:43:15 UTC 2026","","login_test","",""
"","130","test_login_fail","api","Thu Mar 19 05:43:15 UTC 2026","passed","Thu Mar 19 05:43:15 UTC 2026","","login_test","",""
"","966","test_drop_box_sort","api","Thu Mar 19 05:43:28 UTC 2026","passed","Thu Mar 19 05:43:29 UTC 2026","","test_sorting","",""
"여러 가지 로그인 실패 상황(Edge Case)을 하나의 코드로 검증한다.","127","test_login_multiple_failures[TC-06: \ube44\ubc00\ubc88\ud638 \ube48\uce78-emilys--400]","api","Thu Mar 19 05:43:16 UTC 2026","passed","Thu Mar 19 05:43:16 UTC 2026","","postman_test","",""
"","6828","test_saucedemo_price_validation","api","Thu Mar 19 05:43:17 UTC 2026","passed","Thu Mar 19 05:43:24 UTC 2026","","test_cart_price_validation","",""
"","1471","test_google_search_pytyon","tests","Thu Mar 19 05:43:32 UTC 2026","passed","Thu Mar 19 05:43:33 UTC 2026","","test_google","",""
"","507","test_saucedemo_login_negative[-secret_sauce-Username is required]","api","Thu Mar 19 05:43:27 UTC 2026","passed","Thu Mar 19 05:43:28 UTC 2026","","test_negative_login","",""
"","1773","test_google_search_autotesting","tests","Thu Mar 19 05:43:34 UTC 2026","passed","Thu Mar 19 05:43:36 UTC 2026","","test_google","",""
"","0","test_verify_user_in_local_db","api","Thu Mar 19 05:43:16 UTC 2026","passed","Thu Mar 19 05:43:16 UTC 2026","","postman_test","",""
" TC-01: 정상 로그인 시 200 OK와 토큰을 발급받는지 확인한다.(로그인 통과)","122","test_login_success","api","Thu Mar 19 05:43:15 UTC 2026","passed","Thu Mar 19 05:43:16 UTC 2026","","postman_test","",""
"여러 가지 로그인 실패 상황(Edge Case)을 하나의 코드로 검증한다.","137","test_login_multiple_failures[TC-04: \ube44\ubc00\ubc88\ud638 \ud2c0\ub9bc-emilys-wrongpass-400]","api","Thu Mar 19 05:43:16 UTC 2026","passed","Thu Mar 19 05:43:16 UTC 2026","","postman_test","",""
"","952","test_saucedemo_checkout_e2e","api","Thu Mar 19 05:43:24 UTC 2026","passed","Thu Mar 19 05:43:25 UTC 2026","","test_commerce_e2e","",""
"","547","test_saucedemo_login_negative[standard_user-wrong_pw_123-Username and password do not match any user in this service]","api","Thu Mar 19 05:43:26 UTC 2026","passed","Thu Mar 19 05:43:27 UTC 2026","","test_negative_login","",""
"","723","test_full_e2e_scenario","api","Thu Mar 19 05:43:37 UTC 2026","passed","Thu Mar 19 05:43:37 UTC 2026","","e2e_test","",""
"","555","test_saucedemo_login_negative[locked_out_user-secret_sauce-Sorry, this user has been locked out]","api","Thu Mar 19 05:43:25 UTC 2026","passed","Thu Mar 19 05:43:26 UTC 2026","","test_negative_login","",""
"TC-02: 비밀번호가 틀렸을 때 400 에러와 안내 메시지가 오는지 확인한다.(비밀번호 에러 방어 통과)","132","test_login_fail_wrong_password","api","Thu Mar 19 05:43:16 UTC 2026","passed","Thu Mar 19 05:43:16 UTC 2026","","postman_test","",""
"TC-03: 발금받은 토큰(카드키)으로 내 정보를 성공적으로 조회한다.(토큰 연동해서 내 정보 조회 통과)","265","test_get_my_info_with_token","api","Thu Mar 19 05:43:16 UTC 2026","passed","Thu Mar 19 05:43:16 UTC 2026","","postman_test","",""
"","1922","test_google_selenium","tests","Thu Mar 19 05:43:30 UTC 2026","passed","Thu Mar 19 05:43:32 UTC 2026","","test_google","",""
